"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-22",,"25.9","35.2","17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-23","0.0","25.2",,"14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-24",,"24.7","34.0","14.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-25",,"25.8","33.2","13.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-26",,"24.9","33.9","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-27",,"24.2","32.8","14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-28",,"23.2","32.4","13.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-29",,"21.3",,"12.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-30",,"21.9","32.2","13.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-31",,"23.3","31.4","13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-01",,"22.1",,"11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-02",,"19.1","30.6","10.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-03",,"19.7",,"10.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-04",,"19.9","31.6","10.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-05",,"21.3",,"11.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-06",,"19.9",,"11.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-07",,"19.4","30.9","11.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-08",,"18.4","30.0","11.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-09",,"18.7","29.6","10.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-10",,"19.4",,"10.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-11",,"19.6","30.1","11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-12",,"19.9","29.9","11.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-13",,"21.7",,"12.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-14",,"20.7","29.7","10.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-15",,"21.4",,"11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-16",,"21.4","29.1","16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-17",,"19.5","25.8","13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-18",,"17.2","26.0","10.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-19",,"17.6","25.4","9.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-20",,"16.6","25.6","7.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-21",,"15.6","25.4","8.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-22",,"15.0","24.6","6.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-23",,"15.6",,"6.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-24",,"15.6","26.2","6.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-25",,"17.5","25.3","10.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-26",,"18.6",,"10.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-27",,"18.4",,"10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-28",,"16.5","27.0","10.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-29",,"16.1","26.4","7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-11-30",,"15.7","26.4","6.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-01",,"17.1","26.8","8.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-02",,"16.7","27.2","8.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-03",,"16.7",,"8.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-04",,"17.3",,"8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-05",,"18.0","28.8","11.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-06",,"18.3",,"11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-07",,"18.3","28.2","12.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-08",,"17.7",,"9.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-09",,"18.2",,"9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-10",,"18.3","29.0","10.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-11",,"18.2","28.3","11.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-12",,"16.8","25.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-13",,"14.4","21.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-14",,"10.6","20.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-15",,"10.9","19.4","4.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-16",,"11.9","18.5","5.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-17",,"9.0","18.6","4.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-18",,"11.9",,"4.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-19",,"14.1",,"3.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-20",,"12.9","21.8","3.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-21",,"13.9",,"5.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-22",,"13.9","25.3","5.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-23",,"12.8","23.9","4.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-24",,"14.4","23.3","4.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-25",,"13.0","23.1","4.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-26",,"13.3","22.4","4.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-27",,"15.0","21.9","6.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-28",,"11.8","22.6","5.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-29",,"10.8","20.9","3.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-30",,"9.1","18.1","3.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-12-31",,"10.7",,"3.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-01",,"10.4",,"1.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-02",,"12.4","19.2","7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-03","24.9","13.3","19.5","9.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-04","15.0","16.8",,"11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-05","5.1","17.7","22.6","13.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-06","59.9","17.1","20.8","13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-07","6.1","15.5","21.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-08","0.0","13.6","19.9","9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-09",,"15.4",,"10.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-10",,"11.7","19.7","7.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-11",,"11.9",,"7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-12",,"7.6","17.5","4.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-13",,"9.7","17.6","3.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-14",,"12.2",,"2.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-15",,"11.9",,"6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-16",,"11.5","20.8","6.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-17",,"11.2","19.1","5.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-18",,"14.9",,"9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-19",,"13.4",,"6.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-20",,"13.1","20.4","7.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-21",,"13.9","22.8","7.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-22",,"12.1","22.8","4.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-23",,"13.8",,"8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-24",,"11.3","20.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-25",,"11.8",,"7.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-26",,"12.3",,"2.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-27",,"12.1",,"5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-28",,"11.4","21.5","3.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-29",,"11.7",,"4.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-30",,"13.3",,"5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-01-31",,"12.3",,"3.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-01",,"15.3",,"5.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-02",,"16.5",,"6.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-03",,"20.2","28.1","10.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-04","1.0","15.9","26.1",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-05","2.0","14.6","23.2","6.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-06","0.0","14.2","23.0","7.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-07",,"16.5",,"8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-08",,"16.1",,"7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-09",,"15.3",,"7.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-10",,"21.7",,"10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-13",,"21.1",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-14",,"20.0",,"8.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-15",,"20.6",,"9.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-16",,"21.2","29.5","11.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-17",,"20.1","29.4","10.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-18",,"20.0",,"9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-19",,"19.4","27.8","9.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-21",,"16.9",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-22",,"21.5",,"11.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-23",,"22.8",,"10.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-24",,"23.3",,"12.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-25",,"24.3",,"13.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-26",,"25.3","33.2","15.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-27",,"25.4","33.0","17.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-02-28",,"24.8",,"15.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-01",,"22.5","32.3","11.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-02",,"23.6","29.0","15.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-03",,"23.0",,"13.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-04",,"24.8",,"12.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-05",,"25.3","33.9","14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-06",,"24.2","31.6","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-07",,"27.2",,"14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-08",,"26.0","34.0","18.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-09",,"27.5",,"18.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-10","1.0","26.2","34.2","18.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-11","0.0","27.1",,"17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-12","3.0","25.0","35.2","17.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-13","8.9","25.0",,"15.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-14","0.0","24.6","31.2","14.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-15",,"25.7",,"16.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-16",,"26.2","32.0","17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-17",,"26.4",,"16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-18",,"25.3","34.2","16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-19",,"26.1","35.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-20",,"24.3","34.5","16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-21",,"26.8",,"16.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-22",,"26.7","35.2","20.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-23",,"25.2","33.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-24","0.0","26.8",,"16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-25",,"24.6","34.2","17.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-26",,"25.9",,"16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-27",,"27.6",,"16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-28",,"29.1",,"17.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-29",,"31.6",,"20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-30",,"31.2","40.1","19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-03-31",,"29.2","37.9","20.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-01",,"28.4","34.6","18.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-02",,"26.8",,"16.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-03",,"25.8",,"11.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-04",,"28.3",,"14.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-05",,"30.9",,"18.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-06",,"30.2","38.8","20.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-07",,"28.7","38.2","21.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-08",,"26.7","36.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-09",,"26.1",,"14.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-10",,"27.4",,"17.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-11",,"28.2",,"16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-12",,"30.4",,"18.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-13",,"30.2",,"19.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-14",,"31.1","40.2","20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-15",,"31.8",,"21.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-16",,"29.8","40.5","20.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-17","2.0","27.4","40.0","18.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-18","0.0","28.0",,"18.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-19",,"29.1",,"18.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-20",,"28.3","37.8","19.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-21","0.0","26.9","33.8","19.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-22",,"27.3",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-23",,"26.5","34.0","22.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-24",,"26.6","33.6","16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-25",,"28.1",,"18.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-26",,"29.8",,"16.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-27",,"31.3",,"19.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-28",,"34.3",,"22.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-29",,"34.1","42.2","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-04-30","0.0","32.3","42.1","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-01",,"34.6",,"28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-02",,"31.8","41.5","24.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-03",,"31.9","39.5","24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-04",,"33.4",,"24.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-05","0.0","32.7","41.6","24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-06",,"28.9","40.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-07",,"28.7","39.8","21.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-08",,"31.5",,"22.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-09",,"31.5",,"23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-10","0.5","31.4","39.4","24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-11","0.3","32.3",,"24.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-12","0.0","31.1","40.4","23.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-13",,"28.1","36.8","21.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-14",,"30.9",,"23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-15",,"30.1",,"23.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-16",,"31.7","39.3","21.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-17",,"32.6","39.6","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-18",,"27.0","37.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-19","2.0","22.3","30.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-20","119.1","25.7",,"19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-21","3.0","26.0",,"19.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-22","19.1","27.8",,"18.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-23","0.0","28.0","35.1","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-24",,"29.5",,"21.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-25",,"31.8",,"23.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-26",,"31.7","39.4","22.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-27",,"32.1",,"22.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-28",,"32.5","41.2","25.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-29",,"32.3","40.1","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-30",,"31.0","37.5","25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-05-31","0.0","31.4",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-01","16.0","27.2","39.6","17.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-02","0.0","30.9","36.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-03",,"32.0",,"24.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-04",,"30.0",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-05",,"30.3","39.5","23.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-06",,"32.1","39.1","24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-07",,"33.8",,"26.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-08",,"36.1",,"28.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-09",,"36.9","41.7","31.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-10",,"33.1","42.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-11","7.9","32.1","39.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-12","0.0","31.0","39.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-13","0.5","30.9","35.8","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-14","0.0","32.9",,"25.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-15",,"32.7","38.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-16",,"30.5","38.7","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-17",,"31.4",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-18",,"31.5",,"25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-19",,"30.5","36.6","25.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-20","0.5","29.8","35.1","25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-21","0.0","32.6",,"25.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-22",,"34.4",,"25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-23",,"35.0",,"28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-24",,"32.4","40.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-25",,"32.5",,"25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-26","0.0","31.6","40.1","25.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-27","5.1","33.3","38.7","26.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-28","0.0","34.1",,"27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-29",,"35.5",,"27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-06-30",,"37.8","43.0","28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-01",,"37.4","43.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-02","5.1","35.1","43.1","27.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-03","19.1","31.6","41.3","24.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-04","0.0","32.6","38.6","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-05",,"34.1","39.8","28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-06",,"35.3",,"28.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-07",,"36.4",,"29.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-08",,"34.7","42.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-09","8.9","33.2","41.8","24.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-10","0.0","34.6",,"28.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-11",,"33.2","39.8","28.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-12",,"31.9","39.0","27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-13","24.9","28.4","37.7","23.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-14","29.0","27.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-15","23.1","31.3",,"23.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-16","0.0","33.2",,"27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-17",,"34.1",,"28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-18",,"30.8","38.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-19","70.1","26.1","36.4","24.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-20","38.1","27.4",,"24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-21","59.9","29.9",,"22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-22","0.0","30.6","34.7","25.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-23",,"31.1","34.0","26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-24",,"32.1",,"27.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-25",,"33.7",,"27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-26",,"31.3","37.3","28.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-27",,"28.4","33.1","25.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-28","5.1","26.6","29.4","25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-29","5.1","27.6",,"24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-30","71.9","27.4","32.1","24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-07-31","43.9","30.3",,"24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-01","27.9","28.6","35.0","24.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-02","13.0","29.5","32.1","26.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-03","0.0","30.7",,"25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-04",,"30.9","34.8","25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-05",,"31.8","35.2","26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-06",,"32.7",,"26.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-07",,"29.9","36.7","27.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-08",,"28.2","33.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-09",,"29.9","33.4","25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-10",,"32.0",,"25.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-11",,"32.0","36.2","26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-12",,"32.3","36.2","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-13",,"32.9","36.2","27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-14",,"33.6",,"26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-15",,"32.7","36.8","27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-16",,"32.9","37.0","27.3"
